TYPE,YEAR,MONTH,DAY,HOUR,MINUTE,HUNDRED_BLOCK,NEIGHBOURHOOD,X,Y
Theft of Bicycle,2018,3,12,18,0,X ATHLETES WAY,Mount Pleasant,492388.4557,5457648.476
Theft of Bicycle,2018,4,19,16,0,X ATHLETES WAY,Mount Pleasant,492388.4557,5457648.476
Theft of Bicycle,2018,6,1,9,0,X ATHLETES WAY,Mount Pleasant,492388.4557,5457648.476
Theft of Bicycle,2018,6,30,9,50,X ATHLETES WAY,Mount Pleasant,492388.4557,5457648.476
Theft of Bicycle,2018,7,1,18,0,X ATHLETES WAY,Mount Pleasant,492388.4557,5457648.476
Theft of Bicycle,2018,7,14,14,0,X ATHLETES WAY,Mount Pleasant,492388.4557,5457648.476
Theft of Bicycle,2018,7,15,10,0,X ATHLETES WAY,Mount Pleasant,492388.4557,5457648.476
Theft of Bicycle,2018,7,20,20,30,X ATHLETES WAY,Mount Pleasant,492388.4557,5457648.476
Theft of Bicycle,2018,7,20,21,45,X ATHLETES WAY,Mount Pleasant,492388.4557,5457648.476
Theft of Bicycle,2018,7,24,8,30,X ATHLETES WAY,Mount Pleasant,492388.4557,5457648.476
Theft of Bicycle,2018,7,30,19,0,X ATHLETES WAY,Mount Pleasant,492388.4557,5457648.476
Theft of Bicycle,2018,8,13,8,10,X E CORDOVA ST,Central Business District,492422.0463,5458861.856
Theft of Bicycle,2018,5,21,16,0,X GRANVILLE ISLAND,Fairview,490460.4912,5457473.2
Theft of Bicycle,2018,3,11,10,15,X KINGSWAY AVE,Mount Pleasant,492669.4602,5456863.068
Theft of Bicycle,2018,8,22,15,0,X KINGSWAY AVE,Mount Pleasant,492669.4602,5456863.068
Theft of Bicycle,2018,9,10,19,30,X KINGSWAY AVE,Mount Pleasant,492669.4602,5456863.068
Theft of Bicycle,2018,11,11,12,0,X NK_LOC ST,,492765.9374,5458793.303
Theft of Bicycle,2018,1,3,9,0,X NK_LOC ST,,492765.9374,5458793.303
Theft of Bicycle,2018,1,24,7,19,X NK_LOC ST,,492765.9374,5458793.303
Theft of Bicycle,2018,5,13,20,0,X NK_LOC ST,,492765.9374,5458793.303
Theft of Bicycle,2018,7,4,19,0,X NK_LOC ST,,492765.9374,5458793.303
Theft of Bicycle,2018,8,13,23,30,X NK_LOC ST,,492765.9374,5458793.303
Theft of Bicycle,2018,5,27,14,0,X SMITHE ST,Central Business District,491812.6787,5457976.053
Theft of Bicycle,2018,9,25,19,0,X W 39TH AVE,Riley Park,492304.6893,5453645.591
Theft of Bicycle,2018,8,15,9,0,XXXX E 4TH AVE,Hastings-Sunrise,496988.7905,5457095.615
Theft of Vehicle,2018,8,30,12,5,10XX BARCLAY ST,West End,490865.2076,5458840.654
Theft of Vehicle,2018,4,20,6,30,10XX BEACH AVE,West End,490197.8719,5458238.792
Theft of Vehicle,2018,4,27,17,0,10XX BEACH AVE,Central Business District,490252.3815,5458162.723
Theft of Vehicle,2018,2,9,7,0,10XX BURRARD ST,West End,490729.6302,5458622.139
Theft of Vehicle,2018,2,25,6,0,10XX BURRARD ST,West End,490729.6302,5458622.139
Theft of Vehicle,2018,4,9,7,15,10XX BURRARD ST,West End,490729.6302,5458622.139
Theft of Vehicle,2018,5,5,17,40,10XX BURRARD ST,West End,490729.6302,5458622.139
Theft of Vehicle,2018,12,17,16,0,10XX BURRARD ST,West End,490729.6302,5458622.139
Theft of Vehicle,2018,4,27,21,40,10XX BURRARD ST,Central Business District,490835.5218,5458718.997
Theft of Vehicle,2018,7,14,21,9,10XX BUTE ST,West End,490533.3802,5459018.894
Theft of Vehicle,2018,12,23,14,0,10XX CAMBIE ST,Central Business District,491406.9889,5458129.899
Theft of Vehicle,2018,3,12,9,0,10XX E 10TH AVE,Mount Pleasant,493941.1213,5456519.892
Theft of Vehicle,2018,9,19,9,4,10XX E 19TH AVE,Kensington-Cedar Cottage,493947.7119,5455647.979
Theft of Vehicle,2018,4,1,21,0,10XX E 45TH AVE,Sunset,493862.0093,5452921.654
Theft of Vehicle,2018,11,6,21,30,10XX E 50TH AVE,Sunset,493822.2483,5452406.425
Theft of Vehicle,2018,7,20,17,0,10XX E 58TH AVE,Sunset,493781.3225,5451612.927
Theft of Vehicle,2018,5,19,10,0,10XX E 58TH AVE,Sunset,493907.0753,5451622.142
Theft of Vehicle,2018,7,3,3,0,10XX E 61ST AVE,Sunset,493760.1191,5451325.377
Theft of Vehicle,2018,10,3,20,30,10XX E 63RD AVE,Sunset,493788.8133,5451122.987
Theft of Vehicle,2018,7,22,22,0,10XX E BROADWAY AVE,Mount Pleasant,493941.8636,5456629.5
Theft of Vehicle,2018,7,23,14,0,10XX E BROADWAY AVE,Mount Pleasant,493941.8636,5456629.5
Theft of Vehicle,2018,10,6,19,0,10XX HARWOOD ST,West End,490438.8418,5458333.164
Theft of Vehicle,2018,9,13,18,0,10XX MAIN ST,Strathcona,492743.1954,5458088.01
Theft of Vehicle,2018,10,8,18,0,10XX ODLUM DR,Grandview-Woodland,494475.1953,5458041.198
Theft of Vehicle,2018,9,1,20,0,10XX PACIFIC ST,West End,490285.016,5458342.426
Theft of Vehicle,2018,10,23,19,0,10XX PACIFIC ST,West End,490299.7837,5458314.929
Theft of Vehicle,2018,9,16,13,30,10XX RICHARDS ST,Central Business District,491095.6451,5458261.366
Theft of Vehicle,2018,9,9,12,0,10XX ROBSON ST,West End,491004.2446,5459012.346
Theft of Vehicle,2018,12,7,15,57,10XX SE MARINE DR,Sunset,493873.1291,5450918.867
Theft of Vehicle,2018,1,31,15,0,10XX SE MARINE DR,Sunset,493875.6666,5450918.93
Theft of Vehicle,2018,2,20,4,0,10XX SE MARINE DR,Sunset,493875.6666,5450918.93
Theft of Vehicle,2018,4,13,7,42,10XX SE MARINE DR,Sunset,493875.6666,5450918.93
Theft of Vehicle,2018,8,3,0,0,10XX SE MARINE DR,Sunset,493875.6666,5450918.93
Theft of Vehicle,2018,2,18,19,30,10XX SEYMOUR ST,Central Business District,491044.9783,5458358.978
Theft of Vehicle,2018,5,29,22,30,10XX SEYMOUR ST,Central Business District,491125.4165,5458427.721
Theft of Vehicle,2018,4,11,19,8,10XX STATION ST,Strathcona,492837.9476,5458069.267
Theft of Vehicle,2018,1,11,21,0,10XX SW MARINE DR,Marpole,490456.8022,5450205.018
Theft of Vehicle,2018,1,12,21,30,10XX W 10TH AVE,Fairview,490766.8476,5456643.504
Theft of Vehicle,2018,12,1,11,34,10XX W 8TH AVE,Fairview,490785.0125,5456843.792
Theft of Vehicle,2018,2,5,8,30,10XX W CORDOVA ST,Central Business District,491420.4472,5459497.859
Theft of Vehicle,2018,2,15,13,0,10XX W CORDOVA ST,Central Business District,491420.4472,5459497.859
Theft of Vehicle,2018,3,27,7,32,10XX W WATERFRONT RD,Central Business District,491510.1043,5459525.908
Theft of Vehicle,2018,1,1,6,0,10XX WOLFE AVE,Shaughnessy,490723.928,5455542.168
Theft of Vehicle,2018,11,24,15,6,11XX ALBERNI ST,West End,490995.6077,5459186.39
Theft of Vehicle,2018,8,12,0,0,11XX BARCLAY ST,West End,490760.347,5458949.754
Theft of Vehicle,2018,5,10,0,0,11XX BURNABY ST,West End,490312.2487,5458627.599
Theft of Vehicle,2018,1,4,17,0,11XX BUTE ST,West End,490410.0817,5458894.239
Theft of Vehicle,2018,5,16,5,54,11XX CONNAUGHT DR,Shaughnessy,490401.0544,5454585.825
Theft of Vehicle,2018,6,17,7,30,11XX DAVIE ST,West End,490359.3808,5458726.479
Theft of Vehicle,2018,10,2,18,30,11XX E 19TH AVE,Kensington-Cedar Cottage,494063.478,5455644.875
Theft of Vehicle,2018,11,13,18,0,11XX E 55TH AVE,Sunset,494001.9898,5451878.193
Theft of Vehicle,2018,4,4,18,30,11XX GRANVILLE ST,Central Business District,490852.4071,5458298.921
Theft of Vehicle,2018,12,17,3,0,11XX GRANVILLE ST,Central Business District,490894.5267,5458341.265
Theft of Vehicle,2018,4,1,18,0,11XX HAMILTON ST,Central Business District,491193.5174,5458130.166
Theft of Vehicle,2018,6,9,19,0,11XX HARWOOD ST,West End,490252.9624,5458533.833
Theft of Vehicle,2018,5,4,21,40,11XX HOMER ST,Central Business District,491149.5299,5458170.893
Theft of Vehicle,2018,1,5,9,30,11XX HOWE ST,Central Business District,490851.7894,5458444.349
Theft of Vehicle,2018,4,3,19,0,11XX KEEFER ST,Strathcona,494177.1426,5458492.934
Theft of Vehicle,2018,5,1,0,30,11XX LAKEWOOD DR,Grandview-Woodland,495509.5334,5458005.21
Theft of Vehicle,2018,5,31,21,0,11XX NANAIMO ST,Grandview-Woodland,495880.0738,5457990.915
Theft of Vehicle,2018,5,30,13,0,11XX PACIFIC ST,West End,490119.6934,5458507.501
Theft of Vehicle,2018,6,8,22,30,11XX SEYMOUR ST,Central Business District,491008.6781,5458309.102
Theft of Vehicle,2018,7,19,7,0,11XX SEYMOUR ST,Central Business District,491008.6781,5458309.102
Theft of Vehicle,2018,8,13,21,30,11XX W 10TH AVE,Fairview,490606.241,5456639.274
Theft of Vehicle,2018,6,1,12,19,11XX W 50TH AVE,Oakridge,490489.1149,5452551.862
Theft of Vehicle,2018,7,25,23,0,11XX W 8TH AVE,Fairview,490520.4662,5456859.318
Theft of Vehicle,2018,6,24,13,0,12XX ALBERNI ST,West End,490836.2954,5459340.71
Theft of Vehicle,2018,4,21,16,0,12XX CARDERO ST,West End,489834.0526,5459082.079
Theft of Vehicle,2018,12,16,5,0,12XX CARDERO ST,West End,489917.3939,5459168.335
Theft of Vehicle,2018,4,28,2,37,12XX COMOX ST,West End,490416.3105,5458977.818
Theft of Vehicle,2018,12,25,18,0,12XX COTTON DR,Grandview-Woodland,494804.0906,5457912.613
Theft of Vehicle,2018,7,13,17,30,12XX E 11TH AVE,Mount Pleasant,494215.4434,5456417.635
Theft of Vehicle,2018,7,17,23,13,12XX E 64TH AVE,Sunset,494076.6394,5451027.934
Theft of Vehicle,2018,9,19,19,0,12XX E 67TH AVE,Sunset,494042.9347,5450747.412
Theft of Vehicle,2018,2,1,12,0,12XX FRANKLIN ST,Strathcona,494249.3518,5458835.833
Theft of Vehicle,2018,2,17,19,15,12XX FRANKLIN ST,Strathcona,494314.1718,5458834.144
Theft of Vehicle,2018,6,22,10,15,12XX FRANKLIN ST,Strathcona,494360.0859,5458832.949
Theft of Vehicle,2018,5,17,8,0,12XX GRANVILLE ST,Central Business District,490744.3383,5458188.658
Theft of Vehicle,2018,4,1,0,0,12XX GRANVILLE ST,Central Business District,490766.2859,5458211.166
Theft of Vehicle,2018,11,13,9,25,12XX GRANVILLE ST,Central Business District,490766.2859,5458211.166
Theft of Vehicle,2018,8,22,19,0,12XX HARWOOD ST,West End,490074.0254,5458697.955
Theft of Vehicle,2018,7,6,14,45,12XX MATTHEWS AVE,Shaughnessy,490210.6124,5455645.285
Theft of Vehicle,2018,3,18,19,45,12XX NELSON ST,West End,490450.328,5459111.515
Theft of Vehicle,2018,1,21,15,30,12XX SE MARINE DR,Sunset,494147.5018,5450937.279
Theft of Vehicle,2018,11,22,3,0,12XX VICTORIA DR,Grandview-Woodland,495217.7345,5457874.615
Theft of Vehicle,2018,8,31,23,15,12XX W 10TH AVE,Fairview,490378.0566,5456654.075
Theft of Vehicle,2018,2,2,22,0,12XX W 10TH AVE,Fairview,490407.1975,5456644.228
Theft of Vehicle,2018,2,16,21,0,12XX W 12TH AVE,Fairview,490378.9932,5456440.305
Theft of Vehicle,2018,3,29,10,26,12XX W 14TH AVE,Fairview,490334.0563,5456240.974
Theft of Vehicle,2018,3,15,15,30,12XX W 15TH AVE,Fairview,490421.1885,5456127.898
Theft of Vehicle,2018,11,9,10,11,12XX W 7TH AVE,Fairview,490420.1926,5456945.393
Theft of Vehicle,2018,9,17,10,0,13XX ARBUTUS ST,Kitsilano,488900.5851,5457975.588
Theft of Vehicle,2018,7,4,8,30,13XX BURRARD ST,Central Business District,490409.456,5458288.508
Theft of Vehicle,2018,10,30,7,0,13XX BURRARD ST,Central Business District,490465.2887,5458344.363
Theft of Vehicle,2018,9,7,23,0,13XX COTTON DR,Grandview-Woodland,494801.9271,5457791.696
Theft of Vehicle,2018,11,11,14,0,13XX E 11TH AVE,Kensington-Cedar Cottage,494376.2447,5456415.164
Theft of Vehicle,2018,3,8,20,30,13XX E 1ST AVE,Grandview-Woodland,494403.8943,5457439.143
Theft of Vehicle,2018,8,11,23,30,13XX E 20TH AVE,Kensington-Cedar Cottage,494330.7867,5455538.428
Theft of Vehicle,2018,3,12,16,0,13XX E 36TH AVE,Kensington-Cedar Cottage,494296.8833,5453889.215
Theft of Vehicle,2018,5,10,17,30,13XX E 3RD AVE,Grandview-Woodland,494429.1135,5457239.092
Theft of Vehicle,2018,5,11,0,1,13XX E 3RD AVE,Grandview-Woodland,494429.1135,5457239.092
Theft of Vehicle,2018,10,14,13,0,13XX E 45TH AVE,Sunset,494181.3686,5452915.921
Theft of Vehicle,2018,10,31,15,0,13XX E 4TH AVE,Grandview-Woodland,494372.5933,5457127.541
Theft of Vehicle,2018,12,23,18,0,13XX E 61ST AVE,Sunset,494168.4176,5451317.734
Theft of Vehicle,2018,11,11,2,0,13XX E 63RD AVE,Sunset,494300.5992,5451119.283
Theft of Vehicle,2018,6,29,8,0,13XX E 8TH AVE,Grandview-Woodland,494360.8064,5456728.118
Theft of Vehicle,2018,3,12,12,52,13XX E BROADWAY AVE,Grandview-Woodland,494475.3858,5456631.292
Theft of Vehicle,2018,12,7,21,0,13XX GRANDVIEW HWY N,Grandview-Woodland,494499.1819,5457000.172
Theft of Vehicle,2018,8,14,18,0,13XX GRAVELEY ST,Grandview-Woodland,494377.0676,5457532.15
Theft of Vehicle,2018,11,14,20,0,13XX GRAVELEY ST,Grandview-Woodland,494377.0676,5457532.15
Theft of Vehicle,2018,8,17,21,0,13XX HOWE ST,Central Business District,490633.9854,5458225.045
Theft of Vehicle,2018,8,9,23,30,13XX MCLEAN DR,Grandview-Woodland,494586.925,5457813.559
Theft of Vehicle,2018,1,16,20,0,13XX PACIFIC BLVD,Central Business District,491005.9986,5457850.789
Theft of Vehicle,2018,4,23,15,0,13XX PENDRELL ST,West End,490256.7791,5458982.489
Theft of Vehicle,2018,8,14,0,0,13XX VERNON DR,Strathcona,494280.9911,5457819.942
Theft of Vehicle,2018,1,27,10,30,13XX W 11TH AVE,Fairview,490260.0804,5456544.064
Theft of Vehicle,2018,6,14,7,56,13XX W 14TH AVE,Fairview,490251.1928,5456234.024
Theft of Vehicle,2018,1,15,21,30,13XX W 70TH AVE,Marpole,490141.8686,5450653.051
Theft of Vehicle,2018,9,30,16,0,13XX W 71ST AVE,Marpole,490187.7285,5450469.027
Theft of Vehicle,2018,4,2,16,0,13XX W 73RD AVE,Marpole,490182.7404,5450171.141
Theft of Vehicle,2018,1,5,18,0,13XX W GEORGIA ST,Central Business District,490743.9602,5459530.915
Theft of Vehicle,2018,1,12,0,30,14XX ALBERNI ST,West End,490623.521,5459545.575
Theft of Vehicle,2018,8,17,12,45,14XX ANDERSON ST,Fairview,490173.4443,5457688.618
Theft of Vehicle,2018,1,9,18,30,14XX ARBUTUS ST,Kitsilano,488906.94,5457874.817
Theft of Vehicle,2018,3,12,1,28,14XX CLARK DR,Grandview-Woodland,494379.5693,5457730.507
Theft of Vehicle,2018,4,14,8,0,14XX DEVONSHIRE CRES,Shaughnessy,489935.0951,5454872.693
Theft of Vehicle,2018,8,16,5,30,14XX E 22ND AVE,Kensington-Cedar Cottage,494632.7162,5455290.222
Theft of Vehicle,2018,12,18,0,0,14XX E 32ND AVE,Kensington-Cedar Cottage,494445.4925,5454320.858
Theft of Vehicle,2018,6,12,20,0,14XX E 33RD AVE,Kensington-Cedar Cottage,494444.2695,5454157.729
Theft of Vehicle,2018,4,23,0,0,14XX E HASTINGS ST,Grandview-Woodland,494592.7539,5458736.013
Theft of Vehicle,2018,3,18,1,0,14XX E KING EDWARD AVE,Kensington-Cedar Cottage,494509.7482,5455080.065
Theft of Vehicle,2018,3,9,22,30,14XX FRANKLIN ST,Grandview-Woodland,494525.1011,5458829.951
Theft of Vehicle,2018,7,20,1,30,14XX GRANT ST,Grandview-Woodland,494569.5236,5457631.432
Theft of Vehicle,2018,11,6,6,45,14XX GRANT ST,Grandview-Woodland,494569.5236,5457631.432
Theft of Vehicle,2018,11,29,21,15,14XX HARWOOD ST,West End,489881.6969,5458901.487
Theft of Vehicle,2018,1,3,7,0,14XX QUEBEC ST,Central Business District,492586.5863,5457740.93
Theft of Vehicle,2018,2,8,22,0,14XX ROBSON ST,West End,490526.3701,5459500.839
Theft of Vehicle,2018,11,4,15,0,14XX ROBSON ST,West End,490526.3701,5459500.839
Theft of Vehicle,2018,10,27,22,0,14XX W 11TH AVE,Fairview,490031.3667,5456559.157
Theft of Vehicle,2018,11,12,13,1,14XX W 43RD AVE,Oakridge,490062.5981,5453290.558
Theft of Vehicle,2018,4,27,18,0,14XX W GEORGIA ST,West End,490628.8949,5459632.825
Theft of Vehicle,2018,7,19,16,22,14XX W GEORGIA ST,West End,490628.8949,5459632.825
Theft of Vehicle,2018,2,2,9,0,14XX WILLIAM ST,Grandview-Woodland,494649.1099,5457912.623
Theft of Vehicle,2018,8,17,15,30,15XX COAL HARBOUR QUAY,Central Business District,490720.7664,5459825.975
Theft of Vehicle,2018,10,26,18,0,15XX COMOX ST,West End,490126.6083,5459264.578
Theft of Vehicle,2018,9,15,21,0,15XX E 32ND AVE,Kensington-Cedar Cottage,494699.5956,5454323.018
Theft of Vehicle,2018,12,4,23,0,15XX E 35TH AVE,Kensington-Cedar Cottage,494660.8433,5453975.265
Theft of Vehicle,2018,10,1,19,0,15XX E 41ST AVE,Victoria-Fraserview,494689.919,5453317.864
Theft of Vehicle,2018,6,9,22,0,15XX E 5TH AVE,Grandview-Woodland,494654.4405,5457026.486
Theft of Vehicle,2018,1,25,21,20,15XX E BROADWAY AVE,Kensington-Cedar Cottage,494650.0312,5456619.618
Theft of Vehicle,2018,6,13,10,0,15XX E HASTINGS ST,Grandview-Woodland,494612.6344,5458726.498
Theft of Vehicle,2018,4,27,4,0,15XX FRANKLIN ST,Grandview-Woodland,494614.4685,5458828.561
Theft of Vehicle,2018,5,21,18,30,15XX GRANT ST,Grandview-Woodland,494714.7287,5457629.022
Theft of Vehicle,2018,8,14,21,30,15XX GRAVELEY ST,Grandview-Woodland,494699.7733,5457527.329
Theft of Vehicle,2018,3,17,19,30,15XX GRAVELEY ST,Grandview-Woodland,494731.7642,5457535.973
Theft of Vehicle,2018,1,20,11,0,15XX HARWOOD ST,West End,489812.1514,5458957.244
Theft of Vehicle,2018,7,18,16,0,15XX KINGSWAY AVE,Kensington-Cedar Cottage,494669.402,5455133.251
Theft of Vehicle,2018,12,26,23,58,15XX MAIN ST,Mount Pleasant,492697.1529,5457656.054
Theft of Vehicle,2018,10,28,2,1,15XX POWELL ST,Grandview-Woodland,494635.2109,5458946.142
Theft of Vehicle,2018,11,14,7,7,15XX POWELL ST,Grandview-Woodland,494670.11,5458964.49
Theft of Vehicle,2018,4,21,17,0,15XX VERNON DR,Strathcona,494280.5936,5457634.854
Theft of Vehicle,2018,10,20,15,0,15XX W 14TH AVE,Fairview,489770.4326,5456256.248
Theft of Vehicle,2018,1,22,12,0,15XX W 15TH AVE,Fairview,489750.4704,5456154.541
Theft of Vehicle,2018,9,3,3,25,15XX W 1ST AVE,Fairview,489811.3327,5457645.578
Theft of Vehicle,2018,9,29,13,0,15XX W 3RD AVE,Fairview,489820.6669,5457343.308
Theft of Vehicle,2018,8,8,22,0,15XX W GEORGIA ST,West End,490584.3614,5459678.006
Theft of Vehicle,2018,11,26,14,0,16XX BURNABY ST,West End,489775.4593,5459146.324
Theft of Vehicle,2018,11,7,12,0,16XX BURNABY ST,West End,489830.8007,5459092.302
Theft of Vehicle,2018,2,20,8,30,16XX CHESTNUT ST,Kitsilano,489345.3352,5457576.763
Theft of Vehicle,2018,11,6,14,0,16XX COMOX ST,West End,489988.9238,5459413.875
Theft of Vehicle,2018,6,6,21,0,16XX COTTON DR,Grandview-Woodland,494798.7866,5457528.921
Theft of Vehicle,2018,8,20,22,0,16XX E 2ND AVE,Grandview-Woodland,494859.3775,5457325.341
Theft of Vehicle,2018,12,30,19,0,16XX E 3RD AVE,Grandview-Woodland,494793.8253,5457225.338
Theft of Vehicle,2018,10,24,21,30,16XX E 4TH AVE,Grandview-Woodland,494848.178,5457122.027
Theft of Vehicle,2018,11,19,23,0,16XX E 61ST AVE,Victoria-Fraserview,494636.6498,5451309.675
Theft of Vehicle,2018,1,19,5,20,16XX E GEORGIA ST,Grandview-Woodland,494775.6992,5458413.54
Theft of Vehicle,2018,5,3,21,30,16XX E HASTINGS ST,Grandview-Woodland,494722.37,5458724.326
Theft of Vehicle,2018,10,16,7,25,16XX FRANCES ST,Grandview-Woodland,494718.3634,5458514.956
Theft of Vehicle,2018,3,31,21,0,16XX FRANCES ST,Grandview-Woodland,494721.4768,5458514.891
Theft of Vehicle,2018,3,9,19,0,16XX FRANKLIN ST,Grandview-Woodland,494800.966,5458834.073
Theft of Vehicle,2018,7,1,0,0,16XX GLEN DR,Strathcona,494077.1013,5457559.256
Theft of Vehicle,2018,4,2,9,59,16XX GRANT ST,Grandview-Woodland,494798.3483,5457627.911
Theft of Vehicle,2018,3,17,15,0,16XX GRAVELEY ST,Grandview-Woodland,494802.422,5457525.762
Theft of Vehicle,2018,9,27,20,30,16XX GRAVELEY ST,Grandview-Woodland,494918.1411,5457533.67
Theft of Vehicle,2018,8,2,7,0,16XX JOHNSTON ST,Fairview,490123.8911,5457767.478
Theft of Vehicle,2018,6,6,11,21,16XX NANAIMO ST,Grandview-Woodland,495877.8796,5457463.959
Theft of Vehicle,2018,6,27,11,3,16XX NANAIMO ST,Grandview-Woodland,495877.8796,5457463.959
Theft of Vehicle,2018,7,12,6,59,16XX NELSON ST,West End,490043.0111,5459502.925
Theft of Vehicle,2018,3,31,23,0,16XX VENABLES ST,Grandview-Woodland,494893.2547,5458210.306
Theft of Vehicle,2018,9,22,0,30,16XX W 10TH AVE,Fairview,489654.0322,5456664.21
Theft of Vehicle,2018,10,6,16,0,16XX W 5TH AVE,Fairview,489737.1522,5457163.815
Theft of Vehicle,2018,12,20,22,0,16XX W 60TH AVE,Marpole,489432.2607,5451570.687
Theft of Vehicle,2018,11,15,3,0,16XX W 6TH AVE,Fairview,489741.42,5457056.361
Theft of Vehicle,2018,2,18,15,30,16XX W 75TH AVE,Marpole,489300.952,5450396.191
Theft of Vehicle,2018,8,30,16,10,16XX W GEORGIA ST,West End,490488.4239,5459775.758
Theft of Vehicle,2018,11,15,23,30,17XX CEDAR CRES,Shaughnessy,489419.7227,5455953.463
Theft of Vehicle,2018,5,3,10,18,17XX COLUMBIA ST,Mount Pleasant,492045.7034,5457494.399
Theft of Vehicle,2018,3,5,1,0,17XX COMMERCIAL DR,Grandview-Woodland,494935.893,5457424.52
Theft of Vehicle,2018,9,18,12,0,17XX COMMERCIAL DR,Grandview-Woodland,494935.893,5457424.52
Theft of Vehicle,2018,5,31,9,12,17XX COMOX ST,West End,489870.0699,5459520.681
Theft of Vehicle,2018,1,11,18,30,17XX COMOX ST,West End,489933.6694,5459469.084
Theft of Vehicle,2018,12,7,20,0,17XX DAVIE ST,West End,489782.4678,5459311.726
Theft of Vehicle,2018,5,15,0,0,17XX E 41ST AVE,Victoria-Fraserview,494796.6859,5453314.494
Theft of Vehicle,2018,12,15,21,0,17XX E 46TH AVE,Victoria-Fraserview,494786.481,5452858.198
Theft of Vehicle,2018,4,6,16,30,17XX E 4TH AVE,Grandview-Woodland,495004.9274,5457153.565
Theft of Vehicle,2018,5,25,23,0,17XX E 62ND AVE,Victoria-Fraserview,494859.1375,5451221.405
Theft of Vehicle,2018,4,17,15,0,17XX E 63RD AVE,Victoria-Fraserview,494754.7392,5451117.484
Theft of Vehicle,2018,8,29,23,0,17XX E 63RD AVE,Victoria-Fraserview,494754.7392,5451117.484
Theft of Vehicle,2018,10,6,1,0,17XX E GEORGIA ST,Grandview-Woodland,494878.9184,5458411.828
Theft of Vehicle,2018,8,29,22,30,17XX GRANT ST,Grandview-Woodland,494989.7201,5457621.332
Theft of Vehicle,2018,11,12,6,0,17XX KITCHENER ST,Grandview-Woodland,494938.0844,5457706.568
Theft of Vehicle,2018,1,11,22,0,17XX MCLEAN DR,Grandview-Woodland,494517.789,5457431.611
Theft of Vehicle,2018,10,1,12,0,17XX MCSPADDEN AVE,Grandview-Woodland,494992.7705,5457071.066
Theft of Vehicle,2018,3,11,21,30,17XX NAPIER ST,Grandview-Woodland,494942.7114,5458009.592
Theft of Vehicle,2018,4,6,23,45,17XX NELSON ST,West End,489964.6134,5459595.931
Theft of Vehicle,2018,8,29,22,0,17XX NELSON ST,West End,490023.3739,5459522.788
